name,parent
root,
anderes Formschema,root
AAAA…,root
A-A1,root
A1-A2-A3-A4,root
:A:-:A1A:,root
:A:-:BA1:,root
:A:-:BA:,root
A-B-C-D,root
A-B-A-C,root
A-A-B-B,root
A-A-B-C,root
A-A-B-A,root
A-B-B,root
A-B-A1,root
A-B-A,root
A-B,root
A-A-B,root
A-A,root
A,root
