name,parent
root,
Verringerung,root
plötzliche Verringerung,Verringerung
stückweise Verringerung,Verringerung
gleichbleibender Ambitus,root
Ausweitung,root
plötzliche Ausweitung,Ausweitung
stückweise Ausweitung,Ausweitung
