name,parent
root,
anderer Rhythmustyp,root
Tanz,root
anderer Tanzrhythmus,Tanz
Csardas,Tanz
Tarantella,Tanz
Ländler,Tanz
Fandango,Tanz
Mazurka,Tanz
Polonaise (schwungvoll),Tanz
Polonaise (ruhig),Tanz
Polka,Tanz
Menuett,Tanz
Walzer,Tanz
Marsch,root
anderer Marsch,Marsch
Trauermarsch,Marsch
