name,parent,description
root,,
andere Verzierung,root,
Vorschlag,root,"𝆕𝅘𝅥 "
Nachschlag,root,
Pralltriller oder Mordent,root,
Doppelschlag,root,Mögliche Darstellung: 𝆗
Triller,root,Mögliche Darstellung: 𝆖
Schleifer,root,
